M|15050,15080,15555,15630,15678,15888||000000-999999|
G|9194|Ebermannstadt|00-9999999|
G|9195|Adelsdorf Mittelfranken|00-9999999|
G|9196|Wiesenttal|00-9999999|
G|9197|Egloffstein|00-9999999|
G|9198|Heiligenstadt in Oberfranken|00-9999999|
G|9199|Kunreuth|00-9999999|
G|9201|Gesees|00-9999999|
G|9202|Waischenfeld|00-9999999|
G|9203|Neudrossenfeld|00-9999999|
G|9204|Plankenfels|00-9999999|
G|9205|Vorbach|00-9999999|
G|9206|Mistelgau-Obernsees|00-9999999|
G|9207|Königsfeld Oberfranken|00-9999999|
G|9208|Bindlach|00-9999999|
G|9209|Emtmannsberg|00-9999999|
G|921|Bayreuth|000-99999999|
G|9220|Kasendorf-Azendorf|00-9999999|
G|9221|Kulmbach|00-9999999|
G|9222|Presseck|00-9999999|
G|9223|Rugendorf|00-9999999|
G|9225|Stadtsteinach|00-9999999|
G|9227|Neuenmarkt|00-9999999|
G|9228|Thurnau|00-9999999|
G|9229|Mainleus|00-9999999|
G|9231|Marktredwitz|00-9999999|
G|9232|Wunsiedel|00-9999999|
G|9233|Arzberg Oberfranken|00-9999999|
G|9234|Neusorg|00-9999999|
G|9235|Thierstein|00-9999999|
G|9236|Nagel|00-9999999|
G|9238|Röslau|00-9999999|
G|9241|Pegnitz|00-9999999|
G|9242|Gößweinstein|00-9999999|
G|9243|Pottenstein|00-9999999|
G|9244|Betzenstein|00-9999999|
G|9245|Obertrubach|00-9999999|
G|9246|Pegnitz-Trockau|00-9999999|
G|9251|Münchberg|00-9999999|
G|9252|Helmbrechts|00-9999999|
G|9253|Weissenstadt|00-9999999|
G|9254|Gefrees|00-9999999|
G|9255|Marktleugast|00-9999999|
G|9256|Stammbach|00-9999999|
G|9257|Zell Oberfranken|00-9999999|
G|9260|Wilhelmsthal Oberfranken|00-9999999|
G|9261|Kronach|00-9999999|
G|9262|Wallenfels|00-9999999|
G|9263|Ludwigsstadt|00-9999999|
G|9264|Küps|00-9999999|
G|9265|Pressig|00-9999999|
G|9266|Mitwitz|00-9999999|
G|9267|Nordhalben|00-9999999|
G|9268|Teuschnitz|00-9999999|
G|9269|Tettau Kreis Kronach|00-9999999|
G|9270|Creussen|00-9999999|
G|9271|Thurnau-Alladorf|00-9999999|
G|9272|Fichtelberg|00-9999999|
G|9273|Bad Berneck im Fichtelgebirge|00-9999999|
G|9274|Hollfeld|00-9999999|
G|9275|Speichersdorf|00-9999999|
G|9276|Bischofsgrün|00-9999999|
G|9277|Warmensteinach|00-9999999|
G|9278|Weidenberg|00-9999999|
G|9279|Mistelgau|00-9999999|
G|9280|Selbitz Oberfranken|00-9999999|
G|9281|Hof Saale|00-9999999|
G|9282|Naila|00-9999999|
G|9283|Rehau|00-9999999|
G|9284|Schwarzenbach an der Saale|00-9999999|
G|9285|Kirchenlamitz|00-9999999|
G|9286|Oberkotzau|00-9999999|
G|9287|Selb|00-9999999|
G|9288|Bad Steben|00-9999999|
G|9289|Schwarzenbach am Wald|00-9999999|
G|9292|Konradsreuth|00-9999999|
G|9293|Berg Oberfranken|00-9999999|
G|9294|Regnitzlosau|00-9999999|
G|9295|Töpen|00-9999999|
G|9302|Rottendorf Unterfranken|00-9999999|
G|9303|Eibelstadt|00-9999999|
G|9305|Estenfeld|00-9999999|
G|9306|Kist|00-9999999|
G|9307|Altertheim|00-9999999|
G|931|Würzburg|000-99999999|
G|9321|Kitzingen|00-9999999|
G|9323|Iphofen|00-9999999|
G|9324|Dettelbach|00-9999999|
G|9325|Kleinlangheim|00-9999999|
G|9326|Markt Einersheim|00-9999999|
G|9331|Ochsenfurt|00-9999999|
G|9332|Marktbreit|00-9999999|
G|9333|Sommerhausen|00-9999999|
G|9334|Giebelstadt|00-9999999|
G|9335|Aub Kreis Würzburg|00-9999999|
G|9336|Bütthard|00-9999999|
G|9337|Gaukönigshofen|00-9999999|
G|9338|Röttingen Unterfranken|00-9999999|
G|9339|Ippesheim|00-9999999|
G|9340|Königheim-Brehmen|00-9999999|
G|9341|Tauberbischofsheim|00-9999999|
G|9342|Wertheim|00-9999999|
G|9343|Lauda-Königshofen|00-9999999|
G|9344|Gerchsheim|00-9999999|
G|9345|Külsheim Baden|00-9999999|
G|9346|Grünsfeld|00-9999999|
G|9347|Wittighausen|00-9999999|
G|9348|Werbach-Gamburg|00-9999999|
G|9349|Werbach-Wenkheim|00-9999999|
G|9350|Eussenheim-Hundsbach|00-9999999|
G|9351|Gemünden am Main|00-9999999|
G|9352|Lohr am Main|00-9999999|
G|9353|Karlstadt|00-9999999|
G|9354|Rieneck|00-9999999|
G|9355|Frammersbach|00-9999999|
G|9356|Burgsinn|00-9999999|
G|9357|Gräfendorf Bayern|00-9999999|
G|9358|Gössenheim|00-9999999|
G|9359|Karlstadt-Wiesenfeld|00-9999999|
G|9360|Thüngen|00-9999999|
G|9363|Arnstein Unterfranken|00-9999999|
G|9364|Zellingen|00-9999999|
G|9365|Rimpar|00-9999999|
G|9366|Geroldshausen Unterfranken|00-9999999|
G|9367|Unterpleichfeld|00-9999999|
G|9369|Uettingen|00-9999999|
G|9371|Miltenberg|00-9999999|
G|9372|Klingenberg am Main|00-9999999|
G|9373|Amorbach|00-9999999|
G|9374|Eschau|00-9999999|
G|9375|Freudenberg Baden|00-9999999|
G|9376|Collenberg|00-9999999|
G|9377|Freudenberg-Boxtal|00-9999999|
G|9378|Eichenbühl-Riedern|00-9999999|
G|9381|Volkach|00-9999999|
G|9382|Gerolzhofen|00-9999999|
G|9383|Wiesentheid|00-9999999|
G|9384|Schwanfeld|00-9999999|
G|9385|Kolitzheim|00-9999999|
G|9386|Prosselsheim|00-9999999|
G|9391|Marktheidenfeld|00-9999999|
G|9392|Faulbach Unterfranken|00-9999999|
G|9393|Rothenfels Unterfranken|00-9999999|
G|9394|Esselbach|00-9999999|
G|9395|Triefenstein|00-9999999|
G|9396|Urspringen bei Lohr|00-9999999|
G|9397|Wertheim-Dertingen|00-9999999|
G|9398|Birkenfeld bei Würzburg|00-9999999|
G|9401|Neutraubling|00-9999999|
G|9402|Regenstauf|00-9999999|
G|9403|Donaustauf|00-9999999|
G|9404|Nittendorf|00-9999999|
G|9405|Bad Abbach|00-9999999|
G|9406|Mintraching|00-9999999|
G|9407|Wenzenbach|00-9999999|
G|9408|Altenthann|00-9999999|
G|9409|Pielenhofen|00-9999999|
G|941|Regensburg|000-99999999|
G|9420|Feldkirchen Niederbayern|00-9999999|
G|9421|Straubing|00-9999999|
G|9422|Bogen Niederbayern|00-9999999|
G|9423|Geiselhöring|00-9999999|
G|9424|Strasskirchen|00-9999999|
G|9426|Oberschneiding|00-9999999|
G|9427|Leiblfing|00-9999999|
G|9428|Kirchroth|00-9999999|
G|9429|Rain Niederbayern|00-9999999|
G|9431|Schwandorf|00-9999999|
G|9433|Nabburg|00-9999999|
G|9434|Bodenwöhr|00-9999999|
G|9435|Schwarzenfeld|00-9999999|
G|9436|Nittenau|00-9999999|
G|9438|Fensterbach|00-9999999|
G|9439|Neunburg-Kemnath|00-9999999|
G|9441|Kelheim|00-9999999|
G|9442|Riedenburg|00-9999999|
G|9443|Abensberg|00-9999999|
G|9444|Siegenburg|00-9999999|
G|9445|Neustadt an der Donau|00-9999999|
G|9446|Altmannstein|00-9999999|
G|9447|Essing|00-9999999|
G|9448|Hausen Niederbayern|00-9999999|
G|9451|Schierling|00-9999999|
G|9452|Langquaid|00-9999999|
G|9453|Thalmassing|00-9999999|
G|9454|Aufhausen Oberpfalz|00-9999999|
G|9461|Roding|00-9999999|
G|9462|Falkenstein Oberpfalz|00-9999999|
G|9463|Wald Oberpfalz|00-9999999|
G|9464|Walderbach|00-9999999|
G|9465|Neukirchen-Balbini|00-9999999|
G|9466|Stamsried|00-9999999|
G|9467|Michelsneukirchen|00-9999999|
G|9468|Zell Oberpfalz|00-9999999|
G|9469|Roding-Neubäu|00-9999999|
G|9471|Burglengenfeld|00-9999999|
G|9472|Hohenfels Oberpfalz|00-9999999|
G|9473|Kallmünz|00-9999999|
G|9474|Schmidmühlen|00-9999999|
G|9480|Sünching|00-9999999|
G|9481|Pfatter|00-9999999|
G|9482|Wörth an der Donau|00-9999999|
G|9484|Brennberg|00-9999999|
G|9491|Hemau|00-9999999|
G|9492|Parsberg|00-9999999|
G|9493|Beratzhausen|00-9999999|
G|9495|Breitenbrunn Oberpfalz|00-9999999|
G|9497|Seubersdorf in der Oberpfalz|00-9999999|
G|9498|Laaber|00-9999999|
G|9499|Painten|00-9999999|
G|9502|Frensdorf|00-9999999|
G|9503|Oberhaid Oberfranken|00-9999999|
G|9504|Stadelhofen|00-9999999|
G|9505|Litzendorf|00-9999999|
G|951|Bamberg|000-99999999|
G|9521|Hassfurt|00-9999999|
G|9522|Eltmann|00-9999999|
G|9523|Hofheim in Unterfranken|00-9999999|
G|9524|Zeil am Main|00-9999999|
G|9525|Königsberg in Bayern|00-9999999|
G|9526|Riedbach|00-9999999|
G|9527|Knetzgau|00-9999999|
G|9528|Donnersdorf|00-9999999|
G|9529|Oberaurach|00-9999999|
G|9531|Ebern|00-9999999|
G|9532|Maroldsweisach|00-9999999|
G|9533|Untermerzbach|00-9999999|
G|9534|Burgpreppach|00-9999999|
G|9535|Pfarrweisach|00-9999999|
G|9536|Kirchlauter|00-9999999|
G|9542|Schesslitz|00-9999999|
G|9543|Hirschaid|00-9999999|
G|9544|Baunach|00-9999999|
G|9545|Buttenheim|00-9999999|
G|9546|Burgebrach|00-9999999|
G|9547|Zapfendorf|00-9999999|
G|9548|Mühlhausen Mittelfranken|00-9999999|
G|9549|Lisberg|00-9999999|
G|9551|Burgwindheim|00-9999999|
G|9552|Burghaslach|00-9999999|
G|9553|Ebrach Oberfranken|00-9999999|
G|9554|Untersteinbach Unterfranken|00-9999999|
G|9555|Schlüsselfeld-Aschbach|00-9999999|
G|9556|Geiselwind|00-9999999|
G|9560|Grub am Forst|00-9999999|
G|9561|Coburg|00-9999999|
G|9562|Sonnefeld|00-9999999|
G|9563|Rödental|00-9999999|
G|9564|Bad Rodach|00-9999999|
G|9565|Untersiemau|00-9999999|
G|9566|Meeder|00-9999999|
G|9567|Seßlach-Gemünda|00-9999999|
G|9568|Neustadt bei Coburg|00-9999999|
G|9569|Sesslach|00-9999999|
G|9571|Lichtenfels Bayern|00-9999999|
G|9572|Burgkunstadt|00-9999999|
G|9573|Staffelstein Oberfranken|00-9999999|
G|9574|Marktzeuln|00-9999999|
G|9575|Weismain|00-9999999|
G|9576|Lichtenfels-Isling|00-9999999|
G|9602|Neustadt an der Waldnaab|00-9999999|
G|9603|Floss|00-9999999|
G|9604|Wernberg-Köblitz|00-9999999|
G|9605|Weiherhammer|00-9999999|
G|9606|Pfreimd|00-9999999|
G|9607|Luhe-Wildenau|00-9999999|
G|9608|Kohlberg Oberpfalz|00-9999999|
G|961|Weiden in der Oberpfalz|000-99999999|
G|9621|Amberg Oberpfalz|00-9999999|
G|9622|Hirschau Oberpfalz|00-9999999|
G|9624|Ensdorf Oberpfalz|00-9999999|
G|9625|Kastl bei Amberg|00-9999999|
G|9626|Hohenburg|00-9999999|
G|9627|Freudenberg Oberpfalz|00-9999999|
G|9628|Ursensollen|00-9999999|
G|9631|Tirschenreuth|00-9999999|
G|9632|Waldsassen|00-9999999|
G|9633|Mitterteich|00-9999999|
G|9634|Wiesau|00-9999999|
G|9635|Bärnau|00-9999999|
G|9636|Plößberg|00-9999999|
G|9637|Falkenberg Oberpfalz|00-9999999|
G|9638|Neualbenreuth|00-9999999|
G|9639|Mähring|00-9999999|
G|9641|Grafenwöhr|00-9999999|
G|9642|Kemnath Stadt|00-9999999|
G|9643|Auerbach in der Oberpfalz|00-9999999|
G|9644|Pressath|00-9999999|
G|9645|Eschenbach in der Oberpfalz|00-9999999|
G|9646|Freihung|00-9999999|
G|9647|Kirchenthumbach|00-9999999|
G|9648|Neustadt am Kulm|00-9999999|
G|9651|Vohenstrauss|00-9999999|
G|9652|Waidhaus|00-9999999|
G|9653|Eslarn|00-9999999|
G|9654|Pleystein|00-9999999|
G|9655|Tännesberg|00-9999999|
G|9656|Moosbach bei Vohenstrauß|00-9999999|
G|9657|Waldthurn|00-9999999|
G|9658|Georgenberg|00-9999999|
G|9659|Leuchtenberg|00-9999999|
G|9661|Sulzbach-Rosenberg|00-9999999|
G|9662|Vilseck|00-9999999|
G|9663|Neukirchen bei Sulzbach-Rosenberg|00-9999999|
G|9664|Hahnbach|00-9999999|
G|9665|Königstein Oberpfalz|00-9999999|
G|9666|Illschwang|00-9999999|
G|9671|Oberviechtach|00-9999999|
G|9672|Neunburg vorm Wald|00-9999999|
G|9673|Tiefenbach Oberpfalz|00-9999999|
G|9674|Schönsee|00-9999999|
G|9675|Altendorf am Nabburg|00-9999999|
G|9676|Winklarn|00-9999999|
G|9677|Oberviechtach-Pullenried|00-9999999|
G|9681|Windischeschenbach|00-9999999|
G|9682|Erbendorf|00-9999999|
G|9683|Friedenfels|00-9999999|
G|9701|Sandberg Unterfranken|00-9999999|
G|9704|Euerdorf|00-9999999|
G|9708|Bad Bocklet|00-9999999|
G|971|Bad Kissingen|000-99999999|
G|9720|Üchtelhausen|00-9999999|
G|9721|Schweinfurt|00-9999999|
G|9722|Werneck|00-9999999|
G|9723|Röthlein|00-9999999|
G|9724|Stadtlauringen|00-9999999|
G|9725|Poppenhausen Unterfranken|00-9999999|
G|9726|Euerbach|00-9999999|
G|9727|Schonungen-Marktsteinach|00-9999999|
G|9728|Wülfershausen Unterfranken|00-9999999|
G|9729|Grettstadt|00-9999999|
G|9732|Hammelburg|00-9999999|
G|9733|Münnerstadt|00-9999999|
G|9734|Burkardroth|00-9999999|
G|9735|Massbach|00-9999999|
G|9736|Oberthulba|00-9999999|
G|9737|Wartmannsroth|00-9999999|
G|9738|Rottershausen|00-9999999|
G|9741|Bad Brückenau|00-9999999|
G|9742|Kalbach Rhön|00-9999999|
G|9744|Zeitlofs-Detter|00-9999999|
G|9745|Wildflecken|00-9999999|
G|9746|Zeitlofs|00-9999999|
G|9747|Geroda Bayern|00-9999999|
G|9748|Motten|00-9999999|
G|9749|Oberbach Unterfranken|00-9999999|
G|9761|Bad Königshofen im Grabfeld|00-9999999|
G|9762|Saal an der Saale|00-9999999|
G|9763|Sulzdorf an der Lederhecke|00-9999999|
G|9764|Höchheim|00-9999999|
G|9765|Trappstadt|00-9999999|
G|9766|Grosswenkheim|00-9999999|
G|9771|Bad Neustadt an der Saale|00-9999999|
G|9772|Bischofsheim an der Rhön|00-9999999|
G|9773|Unsleben|00-9999999|
G|9774|Oberelsbach|00-9999999|
G|9775|Schönau an der Brend|00-9999999|
G|9776|Mellrichstadt|00-9999999|
G|9777|Ostheim von der Rhön|00-9999999|
G|9778|Fladungen|00-9999999|
G|9779|Nordheim von der Rhön|00-9999999|
G|9802|Ansbach-Katterbach|00-9999999|
G|9803|Colmberg|00-9999999|
G|9804|Aurach|00-9999999|
G|9805|Burgoberbach|00-9999999|
G|981|Ansbach|000-99999999|
G|9820|Lehrberg|00-9999999|
G|9822|Bechhofen an der Heide|00-9999999|
G|9823|Leutershausen|00-9999999|
G|9824|Dietenhofen|00-9999999|
G|9825|Herrieden|00-9999999|
G|9826|Weidenbach Mittelfranken|00-9999999|
G|9827|Lichtenau Mittelfranken|00-9999999|
G|9828|Rügland|00-9999999|
G|9829|Flachslanden|00-9999999|
G|9831|Gunzenhausen|00-9999999|
G|9832|Wassertrüdingen|00-9999999|
G|9833|Heidenheim Mittelfranken|00-9999999|
G|9834|Theilenhofen|00-9999999|
G|9835|Ehingen Mittelfranken|00-9999999|
G|9836|Gunzenhausen-Cronheim|00-9999999|
G|9837|Haundorf|00-9999999|
G|9841|Bad Windsheim|00-9999999|
G|9842|Uffenheim|00-9999999|
G|9843|Burgbernheim|00-9999999|
G|9844|Obernzenn|00-9999999|
G|9845|Oberdachstetten|00-9999999|
G|9846|Ipsheim|00-9999999|
G|9847|Ergersheim|00-9999999|
G|9848|Simmershofen|00-9999999|
G|9851|Dinkelsbühl|00-9999999|
G|9852|Feuchtwangen|00-9999999|
G|9853|Wilburgstetten|00-9999999|
G|9854|Wittelshofen|00-9999999|
G|9855|Dentlein am Forst|00-9999999|
G|9856|Dürrwangen|00-9999999|
G|9857|Schopfloch Mittelfranken|00-9999999|
G|9861|Rothenburg ob der Tauber|00-9999999|
G|9865|Adelshofen Mittelfranken|00-9999999|
G|9867|Geslau|00-9999999|
G|9868|Schillingsfürst|00-9999999|
G|9869|Wettringen Mittelfranken|00-9999999|
G|9871|Windsbach|00-9999999|
G|9872|Heilsbronn|00-9999999|
G|9873|Abenberg-Wassermungenau|00-9999999|
G|9874|Neuendettelsau|00-9999999|
G|9875|Wolframs-Eschenbach|00-9999999|
G|9876|Rohr Mittelfranken|00-9999999|
G|9901|Hengersberg Bayern|00-9999999|
G|9903|Schöllnach|00-9999999|
G|9904|Lalling|00-9999999|
G|9905|Bernried Niederbayern|00-9999999|
G|9906|Mariaposching|00-9999999|
G|9907|Zenting|00-9999999|
G|9908|Schöfweg|00-9999999|
G|991|Deggendorf|000-99999999|
G|9920|Bischofsmais|00-9999999|
G|9921|Regen|00-9999999|
G|9922|Zwiesel|00-9999999|
G|9923|Teisnach|00-9999999|
G|9924|Bodenmais|00-9999999|
G|9925|Bayerisch Eisenstein|00-9999999|
G|9926|Frauenau|00-9999999|
G|9927|Kirchberg Wald|00-9999999|
G|9928|Kirchdorf im Wald|00-9999999|
G|9929|Ruhmannsfelden|00-9999999|
G|9931|Plattling|00-9999999|
G|9932|Osterhofen|00-9999999|
G|9933|Wallersdorf|00-9999999|
G|9935|Stephansposching|00-9999999|
G|9936|Wallerfing|00-9999999|
G|9937|Oberpöring|00-9999999|
G|9938|Moos Niederbayern|00-9999999|
G|9941|Kötzting|00-9999999|
G|9942|Viechtach|00-9999999|
G|9943|Lam Oberpfalz|00-9999999|
G|9944|Miltach|00-9999999|
G|9945|Arnbruck|00-9999999|
G|9946|Hohenwarth bei Kötzing|00-9999999|
G|9947|Neukirchen bei Hl Blut|00-9999999|
G|9948|Eschlkam|00-9999999|
G|9951|Landau an der Isar|00-9999999|
G|9952|Eichendorf|00-9999999|
G|9953|Pilsting|00-9999999|
G|9954|Simbach Niederbayern|00-9999999|
G|9955|Mamming|00-9999999|
G|9956|Eichendorf-Aufhausen|00-9999999|
G|9961|Mitterfels|00-9999999|
G|9962|Schwarzach Niederbayern|00-9999999|
G|9963|Konzell|00-9999999|
G|9964|Stallwang|00-9999999|
G|9965|Sankt Englmar|00-9999999|
G|9966|Wiesenfelden|00-9999999|
G|9971|Cham|00-9999999|
G|9972|Waldmünchen|00-9999999|
G|9973|Furth im Wald|00-9999999|
G|9974|Traitsching|00-9999999|
G|9975|Waldmünchen-Geigant|00-9999999|
G|9976|Rötz|00-9999999|
G|9977|Arnschwang|00-9999999|
G|9978|Schönthal Oberpfalz|00-9999999|
